location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,so2,11,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,so2,3,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,o3,15,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,pm10,62,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,pm25,51,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,no2,14,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,co,1238,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,co,313,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,o3,50,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
RK Puram,Delhi,IN,2015-09-25T06:20:00.000Z,2015-09-25T11:50:00+05:30,pm10,141,µg/m³,28.5648,77.1744,
RK Puram,Delhi,IN,2015-09-25T06:20:00.000Z,2015-09-25T11:50:00+05:30,pm25,30,µg/m³,28.5648,77.1744,
Mandir Marg,Delhi,IN,2015-09-25T06:20:00.000Z,2015-09-25T11:50:00+05:30,no2,3.9,µg/m³,28.6341,77.2005,
Mandir Marg,Delhi,IN,2015-09-25T06:20:00.000Z,2015-09-25T11:50:00+05:30,pm10,100,µg/m³,28.6341,77.2005,
Mandir Marg,Delhi,IN,2015-09-25T06:20:00.000Z,2015-09-25T11:50:00+05:30,o3,39.9,µg/m³,28.6341,77.2005,
Punjabi Bagh,Delhi,IN,2015-09-25T06:20:00.000Z,2015-09-25T11:50:00+05:30,pm10,170,µg/m³,28.6683,77.1167,
RK Puram,Delhi,IN,2015-09-25T06:20:00.000Z,2015-09-25T11:50:00+05:30,no2,18.3,µg/m³,28.5648,77.1744,
Mandir Marg,Delhi,IN,2015-09-25T06:20:00.000Z,2015-09-25T11:50:00+05:30,pm25,26,µg/m³,28.6341,77.2005,
Punjabi Bagh,Delhi,IN,2015-09-25T06:20:00.000Z,2015-09-25T11:50:00+05:30,o3,69.7,µg/m³,28.6683,77.1167,
RK Puram,Delhi,IN,2015-09-25T06:20:00.000Z,2015-09-25T11:50:00+05:30,o3,83.1,µg/m³,28.5648,77.1744,
Punjabi Bagh,Delhi,IN,2015-09-25T06:20:00.000Z,2015-09-25T11:50:00+05:30,no2,31.4,µg/m³,28.6683,77.1167,
Punjabi Bagh,Delhi,IN,2015-09-25T06:20:00.000Z,2015-09-25T11:50:00+05:30,pm25,54,µg/m³,28.6683,77.1167,
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,pm10,132,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,so2,3,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,o3,15,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,pm25,48,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,pm10,46,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,co,288,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,so2,9,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,pm10,62,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,no2,74,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,pm10,131,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,pm25,59,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,no2,13,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,pm10,120,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,so2,14,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,co,325,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,no2,66,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,so2,5,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,co,1219,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,co,425,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:30:00.000Z,2015-09-25T15:30:00+09:00,o3,49,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,pm25,47,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,pm10,120,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,pm10,62,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,no2,75,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,o3,47,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,pm10,137,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,co,413,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,o3,13,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,no2,65,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,pm25,59,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,so2,11,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,co,304,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,so2,5,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,pm10,47,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,pm10,130,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,so2,9,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,so2,4,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,co,1242,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,no2,13,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T06:45:00.000Z,2015-09-25T15:45:00+09:00,co,275,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Guangzhou,Guangzhou,CN,2015-09-25T07:00:00.000Z,2015-09-25T15:00:00+08:00,pm25,41,µg/m³,23.12,113.32,
Chengdu,Chengdu,CN,2015-09-25T07:00:00.000Z,2015-09-25T15:00:00+08:00,pm25,30,µg/m³,30.63,104.07,
Shenyang,Shenyang,CN,2015-09-25T07:00:00.000Z,2015-09-25T15:00:00+08:00,pm25,70,µg/m³,41.78,123.42,
Shanghai,Shanghai,CN,2015-09-25T07:00:00.000Z,2015-09-25T15:00:00+08:00,pm25,20,µg/m³,31.21,121.44,
Beijing US Embassy,Beijing,CN,2015-09-25T07:00:00.000Z,2015-09-25T15:00:00+08:00,pm25,2,µg/m³,39.95,116.47,
London Harlington,London,GB,2015-09-25T07:00:00.000Z,2015-09-25T08:00:00+01:00,o3,9,µg/m³,51.48879,-0.441614,
Escuela E-10,Tocopilla,CL,2015-09-25T07:00:00.000Z,2015-09-25T04:00:00-03:00,pm25,20.79,µg/m³,-22.087,-70.193253,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Campiche,Puchuncaví,CL,2015-09-25T07:00:00.000Z,2015-09-25T04:00:00-03:00,so2,11.01,µg/m³,-32.736065,-71.450827,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Puerto Ventanas S.A""}]"
Campiche,Puchuncaví,CL,2015-09-25T07:00:00.000Z,2015-09-25T04:00:00-03:00,o3,4.098,µg/m³,-32.736065,-71.450827,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Puerto Ventanas S.A""}]"
Escuela E-10,Tocopilla,CL,2015-09-25T07:00:00.000Z,2015-09-25T04:00:00-03:00,co,106.9,µg/m³,-22.087,-70.193253,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Escuela E-10,Tocopilla,CL,2015-09-25T07:00:00.000Z,2015-09-25T04:00:00-03:00,pm10,190.7,µg/m³,-22.087,-70.193253,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Campiche,Puchuncaví,CL,2015-09-25T07:00:00.000Z,2015-09-25T04:00:00-03:00,co,378.9,µg/m³,-32.736065,-71.450827,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Puerto Ventanas S.A""}]"
Escuela E-10,Tocopilla,CL,2015-09-25T07:00:00.000Z,2015-09-25T04:00:00-03:00,so2,5.368,µg/m³,-22.087,-70.193253,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Escuela E-10,Tocopilla,CL,2015-09-25T07:00:00.000Z,2015-09-25T04:00:00-03:00,no2,0,µg/m³,-22.087,-70.193253,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Escuela E-10,Tocopilla,CL,2015-09-25T07:00:00.000Z,2015-09-25T04:00:00-03:00,o3,28.8,µg/m³,-22.087,-70.193253,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Campiche,Puchuncaví,CL,2015-09-25T07:00:00.000Z,2015-09-25T04:00:00-03:00,no2,14.7,µg/m³,-32.736065,-71.450827,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Puerto Ventanas S.A""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T07:00:00.000Z,2015-09-25T16:00:00+09:00,pm10,139,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-25T07:00:00.000Z,2015-09-25T16:00:00+09:00,o3,12,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T07:00:00.000Z,2015-09-25T16:00:00+09:00,pm25,46,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T07:00:00.000Z,2015-09-25T16:00:00+09:00,pm10,128,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-25T07:00:00.000Z,2015-09-25T16:00:00+09:00,pm10,119,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T07:00:00.000Z,2015-09-25T16:00:00+09:00,co,322,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T07:00:00.000Z,2015-09-25T16:00:00+09:00,co,272,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T07:00:00.000Z,2015-09-25T16:00:00+09:00,no2,74,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T07:00:00.000Z,2015-09-25T16:00:00+09:00,so2,4,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T07:00:00.000Z,2015-09-25T16:00:00+09:00,pm25,63,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T07:00:00.000Z,2015-09-25T16:00:00+09:00,co,406,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Loncura,Quintero,CL,2015-09-25T07:00:00.000Z,2015-09-25T04:00:00-03:00,so2,7.53,µg/m³,-32.795151048047,-71.533019680176,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Empresa Nacional de Electricidad""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T07:00:00.000Z,2015-09-25T16:00:00+09:00,so2,9,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T07:00:00.000Z,2015-09-25T16:00:00+09:00,so2,4,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Loncura,Quintero,CL,2015-09-25T07:00:00.000Z,2015-09-25T04:00:00-03:00,o3,17.86,µg/m³,-32.795151048047,-71.533019680176,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Empresa Nacional de Electricidad""}]"
Lota rural,Coronel,CL,2015-09-25T07:00:00.000Z,2015-09-25T04:00:00-03:00,pm10,22.33,µg/m³,-37.100696257418,-73.155760394707,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Endesa Chile""}]"
