3.910232,22
12.962546,46
14.291730,23
31.129513,182
10.229450,37
7.660109,9
7.660109,13
14.683364,16
14.683364,11
6.146862,12
14.683364,12
14.683364,9
6.146862,24
14.683364,54
6.146862,13
6.146862,10
14.683364,38
6.146862,10
6.146862,8
6.146862,12
14.683364,13
14.683364,12
14.683364,13
14.683364,8
14.683364,40
14.683364,22
14.683364,40
14.683364,12
14.683364,13
14.683364,12
14.291730,31
3.910232,26
31.129513,189
10.229450,41
12.962546,40
14.683364,42
14.683364,20
14.683364,11
6.146862,9
6.146862,12
6.146862,13
14.683364,8
7.660109,8
6.146862,9
14.683364,15
6.146862,23
14.683364,37
7.660109,12
6.146862,11
6.146862,7
14.683364,35
14.683364,8
14.683364,26
14.683364,32
14.683364,7
14.683364,25
14.683364,7
31.129513,187
12.962546,31
3.910232,28
14.291730,33
10.229450,45
14.683364,28
6.146862,11
14.683364,6
7.660109,12
6.146862,8
14.683364,9
7.660109,8
6.146862,12
6.146862,22
14.683364,27
14.683364,22
6.146862,9
6.146862,7
14.683364,30
14.683364,4
8.040366,49
8.040366,66
14.683364,16
14.683364,21
14.683364,11
14.683364,4
14.683364,21
14.683364,30
14.683364,4
14.683364,30
3.910232,12
31.129513,165
14.291730,22
10.229450,46
6.146862,21
14.683364,23
14.683364,17
14.683364,28
6.146862,8
6.146862,12
6.146862,8
14.683364,10
14.683364,21
6.146862,10
7.660109,7
14.683364,7
7.660109,11
6.146862,7
8.040366,81
8.040366,29
14.683364,19
14.683364,16
8.040366,81
8.040366,35
14.683364,12
14.683364,20
14.683364,20
14.683364,16
14.683364,18
14.683364,19
14.683364,16
14.683364,19
33.284107,141
12.671150,58
12.193747,19
3.628043,20
9.821342,47
6.033237,7
15.889436,18
6.033237,11
6.033237,10
15.889436,21
15.889436,13
7.512279,7
6.033237,21
15.889436,15
6.033237,8
15.889436,19
7.512279,11
15.889436,18
6.033237,6
8.898759,35
15.889436,11
15.889436,11
8.898759,35
15.889436,16
15.889436,13
15.889436,25
15.889436,11
15.889436,11
15.889436,17
15.889436,11
33.284107,121
12.193747,38
12.671150,46
9.821342,51
3.628043,16
15.889436,12
6.033237,7
15.889436,18
7.512279,7
6.033237,20
15.889436,12
6.033237,11
15.889436,25
7.512279,10
6.033237,9
6.033237,7
15.889436,15
6.033237,6
8.898759,71
8.898759,34
15.889436,16
8.898759,34
8.898759,31
8.898759,71
15.889436,13
15.889436,20
15.889436,16
15.889436,18
15.889436,16
15.889436,16
33.284107,122
12.671150,45
3.628043,16
12.193747,31
9.821342,49
15.889436,12
15.889436,16
6.033237,7
15.889436,20
15.889436,18
7.512279,10
6.033237,20
6.033237,9
15.889436,22
6.033237,11
6.033237,7
7.512279,7
6.033237,6
8.898759,47
15.889436,17
8.898759,34
8.898759,47
8.898759,40
15.889436,12
15.889436,17
15.889436,15
15.889436,24
15.889436,23
15.889436,17
34.168476,119
12.449828,26
10.663707,42
3.514259,16
9.520314,29
16.358887,11
16.358887,20
16.358887,20
5.808774,6
7.137046,10
7.137046,6
16.358887,17
10.845685,43
10.845685,39
5.808774,19
5.808774,9
16.358887,16
5.808774,11
5.808774,7
5.808774,5
10.845685,41
16.358887,11
10.845685,39
10.845685,43
16.358887,12
16.358887,18
16.358887,15
16.358887,15
16.358887,11
16.358887,11
10.845685,33
10.845685,34
34.168476,127
12.449828,24
3.514259,15
10.663707,41
9.520314,35
5.808774,6
16.358887,22
16.358887,14
5.808774,6
16.358887,18
16.358887,11
16.358887,18
5.808774,8
7.137046,10
7.137046,6
5.808774,10
5.808774,18
16.358887,27
16.358887,11
16.358887,17
16.358887,20
16.358887,27
16.358887,16
16.358887,27
9.520314,25
34.168476,164
3.514259,7
12.449828,27
10.663707,55
7.137046,5
16.358887,18
16.358887,19
16.358887,27
16.358887,11
16.358887,21
5.808774,6
5.808774,4
5.808774,17
7.137046,9
5.808774,10
5.808774,8
5.808774,6
10.845685,16
10.845685,22
10.845685,37
16.358887,23
10.845685,16
10.845685,37
10.845685,22
16.358887,22
16.358887,23
16.358887,9
16.358887,28
16.358887,23
16.358887,23
31.129513,68
3.910232,15
14.291730,28
10.229450,53
12.962546,18
7.660109,9
14.683364,9
6.146862,10
14.683364,20
6.146862,6
14.683364,23
7.660109,5
14.683364,37
6.146862,4
6.146862,6
14.683364,21
6.146862,8
6.146862,17
8.040366,24
14.683364,13
8.040366,54
8.040366,19
8.040366,71
14.683364,13
14.683364,19
14.683364,26
14.683364,8
14.683364,36
14.683364,13
31.129513,29
10.229450,50
12.962546,21
14.291730,39
3.910232,22
6.146862,10
14.683364,26
14.683364,6
7.660109,9
6.146862,6
14.683364,24
6.146862,8
6.146862,5
14.683364,24
6.146862,16
14.683364,13
6.146862,6
7.660109,5
8.040366,19
