9.437745,40
8.645192,46
16.646175,31
7.790705,699
13.358500,28
3.409102,8.6
3.409102,8.6
3.409102,8.6
3.409102,8.6
3.199953,8.587
25.437681,-996
8.539139,10.9125
8.539139,6.283333333333333
23.759928,-3.789076842105263
25.437681,7.966666666666667
8.539139,6.1347826086956525
23.759928,1.6030104166666668
25.437681,2.254166666666667
8.539139,9.641666666666667
8.539139,2.783333333333333
25.437681,8.831709166666666
8.539139,5.283333333333333
23.759928,2.6818181818181817
23.759928,6.078504166666667
25.437681,4.9
8.539139,5.904166666666667
23.759928,-0.5454545454545454
8.539139,9.292851666666667
23.759928,-996
25.437681,5.945833333333334
8.539139,4.608333333333333
23.759928,4.409090909090909
25.437681,-0.5512843478260869
23.759928,5.531594166666666
25.437681,4.683333333333334
8.539139,14.941666666666666
23.759928,3.9523809523809526
25.437681,7.16421
25.437681,2.5771275
25.437681,7.404166666666667
8.539139,17.483333333333334
8.539139,6.083333333333333
25.437681,5.235844166666666
10.206977,-2.045069130434783
10.206977,5.079926842105263
25.437681,0.09166666666666666
8.539139,-999
10.206977,1.733785
23.759928,0.6808933333333334
10.206977,7.419654583333333
25.437681,4.216666666666667
8.539139,6.516666666666667
8.539139,-999
23.759928,-4.379504
25.437681,6.225696666666667
10.206977,4.807943043478261
10.206977,0.467975
10.206977,-999
8.539139,2.7541604166666667
10.206977,-996
8.539139,0.31630833333333336
10.206977,-1.8614865217391305
23.759928,6
11.221998,101
11.221998,76
11.221998,156
11.221998,59
21.646814,143
21.646814,72.8
11.221998,28
20.724051,28.5
11.221998,193
21.646814,91.2
21.646814,132.3
9.915155,45.6
21.646814,125.4
21.646814,138.4
4.048098,11.56
26.470371,12
26.470371,16
26.470371,6
26.470371,6
26.470371,8
24.509617,13
26.470371,8
24.509617,9
26.470371,11
3.178447,4
3.199953,11.81
4.048098,16.71
3.761155,15.5
4.048098,5.748
3.199953,17.85
3.761155,38.67
3.951687,3.049
3.037276,1
3.037276,42.79
3.037276,7.573
2.833997,6.81
3.037276,23
4.822801,7.495
2.585358,21.8
3.037276,14
3.037276,18
2.591985,14.65
3.761155,15.71
3.099955,12.01
3.037276,13
3.037276,23
3.037276,7
3.761155,22.3
3.037276,15
3.131921,26.48
3.037276,18
3.037276,13
3.037276,13
3.037276,15
3.951687,3.338
4.408272,10.17
13.605586,2
3.951687,6.702
4.822801,19.89
4.822801,8.13
3.178447,22.15
3.178447,23.66
3.178447,9.043
13.565330,286
13.565330,294
13.565330,260
11.221998,93
11.221998,62
13.565330,362
13.565330,293
13.565330,251
11.221998,62
11.221998,233
11.221998,84
11.221998,62
11.221998,134
11.221998,291
11.221998,62
11.221998,81
13.565330,362
13.565330,251
13.565330,293
9.437745,47
16.646175,27
13.358500,30
7.790705,733
8.645192,51
3.409102,8.6
3.409102,8.6
3.409102,8.6
3.409102,8.6
3.199953,7.786
25.437681,4.9
25.437681,4.3625
8.539139,5.304166666666666
23.759928,3.9523809523809526
25.437681,5.216666666666667
8.539139,6.204166666666667
23.759928,2.6666666666666665
25.437681,0.4708333333333333
8.539139,9.708333333333334
23.759928,-0.42857142857142855
25.437681,8.876337083333333
8.539139,6.6375
8.539139,6.120833333333334
23.759928,-4.3214005
25.437681,6.383278333333333
25.437681,7.9
25.437681,6.325
8.539139,4.770833333333333
23.759928,4.428571428571429
25.437681,-0.47294521739130435
8.539139,10.866666666666667
8.539139,6.25
23.759928,-3.74123
10.206977,0.5085458333333334
25.437681,2.0541666666666667
8.539139,-999
10.206977,2.1500666666666666
25.437681,5.326389166666667
10.206977,-1.9814878260869566
25.437681,-996
25.437681,8.241666666666667
8.539139,-999
23.759928,5.999675416666666
10.206977,-1.6573695652173912
10.206977,5.062312222222222
8.539139,17.5875
8.539139,5.991304347826087
23.759928,1.5227408333333334
8.539139,3.10197
23.759928,5.696190416666667
8.539139,14.925
8.539139,2.6375
25.437681,7.3454516666666665
8.539139,0.9215088888888889
10.206977,5.190773888888889
23.759928,0.6127477272727273
25.437681,2.6922425
23.759928,6.142857142857143
8.539139,9.237114166666666
10.206977,7.652045833333333
23.759928,-999
10.206977,-999
10.206977,5.031249130434783
11.221998,118
11.221998,80
21.646814,93.5
21.646814,67.5
11.221998,68
11.221998,62
9.915155,24.8
11.221998,247
21.646814,88.4
11.221998,273
21.646814,133.6
21.646814,78.9
20.724051,22.3
21.646814,50.1
4.048098,5.251
4.048098,6.063
3.178447,6
3.199953,11.81
3.199953,16.93
3.761155,10.73
4.048098,16.69
3.199953,13.5
2.585358,19.85
3.037276,5.468
4.822801,16.23
3.951687,4.065
3.037276,24.12
3.037276,1
4.822801,10.45
3.761155,16.9
3.099955,10.49
3.761155,11.66
3.131921,2.809
3.037276,13
3.037276,16
3.037276,10
3.099955,15.62
3.037276,13
3.131921,31.9
3.761155,29.17
3.037276,29
2.833997,4.177
3.037276,31
2.591985,15.99
3.037276,19
3.037276,27
3.037276,12
3.037276,6.1
3.037276,17
13.605586,4
3.951687,7.445
4.822801,7.636
3.951687,6.702
3.131921,13.62
4.822801,10.97
3.131921,8.2
4.408272,9.55
3.178447,14.85
3.178447,16.19
3.178447,19.67
13.565330,362
13.565330,251
13.565330,293
11.221998,82
11.221998,61
13.565330,377
13.565330,276
13.565330,268
11.221998,94
11.221998,198
11.221998,61
11.221998,53
11.221998,184
11.221998,92
13.565330,276
11.221998,61
11.221998,96
13.565330,268
13.565330,377
9.437745,48
7.790705,730
8.645192,50
13.358500,34
16.646175,37
3.199953,12.55
25.437681,6.695833333333334
8.539139,-999
10.206977,2.398843333333333
25.437681,7.466405833333333
25.437681,1.8708333333333333
8.539139,10.7625
8.539139,6.070833333333334
23.759928,-3.674527
8.539139,17.5875
8.539139,6.508333333333334
23.759928,-4.319899
25.437681,6.5346416666666665
25.437681,5.425
8.539139,14.958333333333334
23.759928,4
25.437681,8.997670416666667
10.206977,-996
25.437681,8.254166666666666
8.539139,6.708333333333333
8.539139,6.408333333333333
23.759928,5.98337125
10.206977,-1.71921
23.759928,5.757842916666666
25.437681,4.629166666666666
8.539139,-999
23.759928,-0.4
23.759928,0.7470968181818182
10.206977,-999
25.437681,5.616666666666666
8.539139,6.243478260869566
23.759928,1.4172945833333332
8.539139,9.397501666666667
10.206977,4.820999565217392
25.437681,-996
8.539139,10.029166666666667
23.759928,2.6
25.437681,5.309326666666666
25.437681,2.9394591666666665
25.437681,0.9166666666666666
8.539139,5.379166666666666
8.539139,2.4208333333333334
8.539139,3.30979125
10.206977,-1.5878534782608695
25.437681,8.25
